Benchmark,Company,System,"Max-jOPS	","Critical-jOPS	",JVM,JVM Vendor  ,# of nodes,# cores,# chips,# cores per chip,# of threads per core ,Total # of threads ,Processor,CPU Speed,CPU Characteristics ,Primary Cache,Secondary Cache,Tertiary Cache,Memory (GB),DIMMS ,Memory Details,"Disk 	","File System 	",Operating System,OS Vendor,"NICs	","PSU	","Form factor	","Enclosure	",Hardware Availability,OS Availability,JVM Availability,SW Availability,License,Tested By,Test Sponsor,Test Date,Published,Updated ,Disclosure,Disclosure URL,Disclosures
JBB2015MULTI,Cisco Systems,Cisco UCS C245 M6,185453,155378,"Oracle Java SE 16.0.1 Java HotSpot 64-Bit Server VM,version 16.0.1",Oracle Corporation,1,64,1,64,2,128,AMD EPYC 7763,2450,"64-Core, 2.45GHz, 256MB L3 Cache (Max Boost Clock up to 3.5 GHz)",32 KB I+32 KB D per core,512 KB I+D per core,256 MB I+D per chip,1024,8 x 128 GB 4Rx4,128 GB 4Rx4 PC4-3200V-L,1 x 960 GB M.2 SSD SATA,XFS,SUSE Linux Enterprise Server 15 SP2 ,SUSE,2x 10 Gbit NIC,2 x 2300W,2U Rack,None,Jun-21,Jul-20,Apr-21,Apr-21,9019,Cisco Systems,Cisco Systems,,Jun-21,Jun-21,"http://www.spec.org/jbb2015/results/res2021q2/jbb2015-20210603-00671.html""<A HREF=""""/jbb2015/results/res2021q2/jbb2015-20210603-00671.html"""">HTML</A>""",,
JBB2015MULTI,Cisco Systems,Cisco UCS C245 M6,482694,219940,"Oracle Java SE 17.0.2 Java HotSpot 64-Bit Server VM,version 17.0.2",Oracle Corporation,1,128,2,64,2,256,AMD EPYC 7773X,2200,"64-Core, 2.2GHz, 768MB L3 Cache (Max Boost Clock up to 3.5 GHz)",32 KB I+32 KB D per core,512 KB I+D per core,768 MB I+D per chip,2048,16 x 128 GB 4Rx4,128 GB 4Rx4 PC4-3200V-L,1 x 960 GB M.2 SSD SATA,XFS,SUSE Linux Enterprise Server 15 SP3 ,SUSE,2x 10 Gbit NIC,2 x 2300W,2U Rack,None,Mar-22,Jun-21,Jan-22,Jun-21,9019,Cisco Systems,Cisco Systems,,Mar-22,Mar-22,"http://www.spec.org/jbb2015/results/res2022q1/jbb2015-20220223-00771.html""<A HREF=""""/jbb2015/results/res2022q1/jbb2015-20220223-00771.html"""">HTML</A>""",,
JBB2015MULTI,Cisco Systems,Cisco UCS C245 M6,364468,339984,"Oracle Java SE 17.0.2 Java HotSpot 64-Bit Server VM,version 17.0.2",Oracle Corporation,1,128,2,64,2,256,AMD EPYC 7773X,2200,"64-Core, 2.2GHz, 768MB L3 Cache (Max Boost Clock up to 3.5 GHz)",32 KB I+32 KB D per core,512 KB I+D per core,768 MB I+D per chip,2048,16 x 128 GB 4Rx4,128 GB 4Rx4 PC4-3200V-L,1 x 960 GB M.2 SSD SATA,XFS,SUSE Linux Enterprise Server 15 SP3 ,SUSE,2x 10 Gbit NIC,2 x 2300W,2U Rack,None,Mar-22,Jun-21,Jan-22,Jun-21,9019,Cisco Systems,Cisco Systems,,Mar-22,Feb-22,"http://www.spec.org/jbb2015/results/res2022q1/jbb2015-20220224-00774.html""<A HREF=""""/jbb2015/results/res2022q1/jbb2015-20220224-00774.html"""">HTML</A>""",,
JBB2015MULTI,Cisco Systems,Cisco UCS C460 M4,171642,53348,"Oracle Java SE 8u60 Java HotSpot 64-bit Server VM, version 1.8.0_60",Oracle Corporation,1,72,4,18,2,144,Intel Xeon E7-8890 v3,2500,"18Core, 2.50GHz, 45MB L3 Cache (Turbo Boost Technology up to 3.30 GHz)",32KB(I)+32KB(D) per core,256 KB (I+D) per core,45MB (I+D) on chip per chip,1024,64 x 16GB,1024 GB(64 X 16GB 2Rx4 PC4-2133P),1x 300GB 10K RPM SAS,ext4,SUSE Linux Enterprise Server 12 ,SUSE,"1x 1 Gbps NIC, 1x10 Gbps NIC",4 x 1400W,4RU,None,May-15,Oct-14,Aug-15,Sep-15,9019,Cisco Systems,Cisco Systems,,Nov-15,Oct-15,"http://www.spec.org/jbb2015/results/res2015q4/jbb2015-20151028-00031.html""<A HREF=""""/jbb2015/results/res2015q4/jbb2015-20151028-00031.html"""">HTML</A>""",,
JBB2015MULTI,Cisco Systems,Cisco UCS C460 M4,157832,99646,"Oracle Java SE 8u60 Java HotSpot 64-bit Server VM, version 1.8.0_60",Oracle Corporation,1,72,4,18,2,144,Intel Xeon E7-8890 v3,2500,"18Core, 2.50GHz, 45MB L3 Cache (Turbo Boost Technology up to 3.30 GHz)",32KB(I)+32KB(D) per core,256 KB (I+D) per core,45MB (I+D) on chip per chip,2048,64 x 32GB,2048 GB(64 X 32GB 2Rx4 PC4-2133P),1x 300GB 10K RPM SAS,ext4,SUSE Linux Enterprise Server 12 ,SUSE,"1x 1 Gbps NIC, 1x10 Gbps NIC",4 x 1400W,4RU,None,May-15,Oct-14,Aug-15,Sep-15,9019,Cisco Systems,Cisco Systems,,Nov-15,Oct-15,"http://www.spec.org/jbb2015/results/res2015q4/jbb2015-20151028-00032.html""<A HREF=""""/jbb2015/results/res2015q4/jbb2015-20151028-00032.html"""">HTML</A>""",,
JBB2015MULTI,Cisco Systems,Cisco UCS C460 M4,189334,128990,"Oracle Java SE 8u91 Java HotSpot 64-bit Server VM, version 1.8.0_91",Oracle Corporation,1,96,4,24,2,192,Intel Xeon E7-8890 v4,2200,"24Cores, 2.20 GHz, 60MB L3 Cache (Turbo Boost Technology up to 3.4 GHz)",32KB(I)+32KB(D) per core,256 KB (I+D) per core,60MB (I+D) on chip per chip,2048,64 x 32 GB,"32 GB 2Rx4 PC4-2400T-R, running at 1600 MHz",1x 300GB 15K RPM SAS,ext4,Red Hat Enterprise Linux Server 7.2 ,Red Hat,1x 1 Gbit NIC,4 x 1400W,4U Rack,None,Jun-16,Nov-15,Apr-16,Jun-16,9019,Cisco Systems,Cisco Systems,,Jun-16,May-16,"http://www.spec.org/jbb2015/results/res2016q2/jbb2015-20160511-00093.html""<A HREF=""""/jbb2015/results/res2016q2/jbb2015-20160511-00093.html"""">HTML</A>""",,
JBB2015MULTI,Cisco Systems,Cisco UCS C460 M4,218425,75259,"Oracle Java SE 8u91 Java HotSpot 64-bit Server VM, version 1.8.0_91",Oracle Corporation,1,96,4,24,2,192,Intel Xeon E7-8890 v4,2200,"24Cores, 2.20 GHz, 60MB L3 Cache (Turbo Boost Technology up to 3.4 GHz)",32KB(I)+32KB(D) per core,256 KB (I+D) per core,60MB (I+D) on chip per chip,1024,64 x 16 GB,"16 GB 2Rx4 PC4-2400T-R, running at 1600 MHz",1x 300GB 15K RPM SAS,ext4,Red Hat Enterprise Linux Server 6.7 ,Red Hat,1x 1 Gbit NIC,4 x 1400W,4U Rack,None,Jun-16,Jul-15,Apr-16,Jun-16,9019,Cisco Systems,Cisco Systems,,Jun-16,May-16,"http://www.spec.org/jbb2015/results/res2016q2/jbb2015-20160511-00094.html""<A HREF=""""/jbb2015/results/res2016q2/jbb2015-20160511-00094.html"""">HTML</A>""",,
JBB2015MULTI,Cisco Systems,Cisco UCS C480 M5,363013,137248,"Oracle Java SE 11.0.2 Java HotSpot 64-bit Server VM, version 11.0.2",Oracle Corporation,1,112,4,28,2,224,Intel Xeon Platinum 8280,2700,"28Cores, 2.70 GHz, 38.5MB L3 Cache (Turbo Boost Technology up to 4.0 GHz)",32KB(I)+32KB(D) per core,1024 KB (I+D) per core,38.5MB (I+D) on chip per chip,1536,48 x 32GB,1536 GB(48 X 32GB 2Rx4 PC4-2933V),1x 400GB SSD SAS,xfs,SUSE Linux Enterprise Server 15 ,SUSE,2 x 10 Gbit NIC,4 x 1600W,4U Rack,None,Apr-19,Jul-18,Jan-19,Jan-19,9019,Cisco Systems,Cisco Systems,,Apr-19,Mar-19,"http://www.spec.org/jbb2015/results/res2019q2/jbb2015-20190314-00398.html""<A HREF=""""/jbb2015/results/res2019q2/jbb2015-20190314-00398.html"""">HTML</A>""",,
JBB2015MULTI,Cisco Systems,Cisco UCS C480 M5,327501,108859,"Oracle Java SE 11.0.2 Java HotSpot 64-bit Server VM, version 11.0.2",Oracle Corporation,1,112,4,28,2,224,Intel Xeon Platinum 8280,2700,"28Cores, 2.70 GHz, 38.5MB L3 Cache (Turbo Boost Technology up to 4.0 GHz)",32KB(I)+32KB(D) per core,1024 KB (I+D) per core,38.5MB (I+D) on chip per chip,1536,48 x 32GB,1536 GB(48 X 32GB 2Rx4 PC4-2933V),1x 400GB SSD SAS,NTFS,Windows Server 2019 Datacenter ,Microsoft,2 x 10 Gbit NIC,4 x 1600W,4U Rack,None,Apr-19,,Jan-19,Jan-19,9019,Cisco Systems,Cisco Systems,,Apr-19,Mar-19,"http://www.spec.org/jbb2015/results/res2019q2/jbb2015-20190314-00399.html""<A HREF=""""/jbb2015/results/res2019q2/jbb2015-20190314-00399.html"""">HTML</A>""",,
JBB2015MULTI,Cisco Systems,Cisco UCS C480 M5,282719,175585,"Oracle Java SE 11.0.2 Java HotSpot 64-bit Server VM, version 11.0.2",Oracle Corporation,1,112,4,28,2,224,Intel Xeon Platinum 8280,2700,"28Cores, 2.70 GHz, 38.5MB L3 Cache (Turbo Boost Technology up to 4.0 GHz)",32KB(I)+32KB(D) per core,1024 KB (I+D) per core,38.5MB (I+D) on chip per chip,3072,48 x 64GB,3072 GB(48 X 64GB 2Rx4 PC4-2933V),1x 400GB SSD SAS,NTFS,Windows Server 2019 Datacenter ,Microsoft,2 x 10 Gbit NIC,4 x 1600W,4U Rack,None,Apr-19,,Jan-19,Jan-19,9019,Cisco Systems,Cisco Systems,,Apr-19,Mar-19,"http://www.spec.org/jbb2015/results/res2019q2/jbb2015-20190314-00425.html""<A HREF=""""/jbb2015/results/res2019q2/jbb2015-20190314-00425.html"""">HTML</A>""",,
JBB2015MULTI,Cisco Systems,Cisco UCS C480 M5,292937,250994,"Oracle Java SE 11.0.2 Java HotSpot 64-bit Server VM, version 11.0.2",Oracle Corporation,1,112,4,28,2,224,Intel Xeon Platinum 8280,2700,"28Cores, 2.70 GHz, 38.5MB L3 Cache (Turbo Boost Technology up to 4.0 GHz)",32KB(I)+32KB(D) per core,1024 KB (I+D) per core,38.5MB (I+D) on chip per chip,3072,48 x 64GB,3072 GB(48 X 64GB 2Rx4 PC4-2933V),1x 400GB SSD SAS,xfs,Red Hat Enterprise Linux 7.6 ,Red Hat,2 x 10 Gbit NIC,4 x 1600W,4U Rack,None,Apr-19,Oct-18,Jan-19,Jan-19,9019,Cisco Systems,Cisco Systems,,Apr-19,Mar-19,"http://www.spec.org/jbb2015/results/res2019q2/jbb2015-20190314-00426.html""<A HREF=""""/jbb2015/results/res2019q2/jbb2015-20190314-00426.html"""">HTML</A>""",,
JBB2015MULTI,Cisco Systems,Cisco UCS C480 M5,351175,112800,"Oracle Java SE 8u131 Java HotSpot 64-bit Server VM, version 1.8.0_131",Oracle Corporation,1,112,4,28,2,224,Intel Xeon Platinum 8180,2500,"28Cores, 2.50 GHz, 38.5MB L3 Cache (Turbo Boost Technology up to 3.80 GHz)",32KB(I)+32KB(D) per core,1024 KB (I+D) per core,38.5MB (I+D) on chip per chip,768,48 x 16GB,768 GB(48 X 16GB 2Rx4 PC4-2666V),1x 400GB SSD SAS,ext4,SUSE Linux Enterprise Server 12 SP2 ,SUSE,2 x 1 Gbit NIC,4 x 1600W,4U Rack,None,Aug-16,Nov-16,Apr-17,Apr-17,9019,Cisco Systems,Cisco Systems,,Jul-17,Jul-17,"http://www.spec.org/jbb2015/results/res2017q3/jbb2015-20170705-00221.html""<A HREF=""""/jbb2015/results/res2017q3/jbb2015-20170705-00221.html"""">HTML</A>""",,
JBB2015MULTI,Cisco Systems,Cisco UCS C480 M5,272500,229029,"Oracle Java SE 8u131 Java HotSpot 64-bit Server VM, version 1.8.0_131",Oracle Corporation,1,112,4,28,2,224,Intel Xeon Platinum 8180,2500,"28Cores, 2.50 GHz, 38.5MB L3 Cache (Turbo Boost Technology up to 3.80 GHz)",32KB(I)+32KB(D) per core,1024 KB (I+D) per core,38.5MB (I+D) on chip per chip,3072,48 x 64GB,3072 GB(48 X 64GB 4DRx4 DDR4 PC4-2666V),1x 400GB SSD SAS,ext4,Red Hat Enterprise Linux Server 7.3 ,RedHat,2 x 1 Gbit NIC,4 x 1600W,4U Rack,None,Aug-16,Nov-16,Apr-17,Apr-17,9019,Cisco Systems,Cisco Systems,,Jul-17,Jul-17,"http://www.spec.org/jbb2015/results/res2017q3/jbb2015-20170706-00223.html""<A HREF=""""/jbb2015/results/res2017q3/jbb2015-20170706-00223.html"""">HTML</A>""",,
JBB2015MULTI,Cisco Systems,Cisco UCS C480 M5,269094,225482,"Oracle Java SE 8u131 Java HotSpot 64-bit Server VM, version 1.8.0_131",Oracle Corporation,1,112,4,28,2,224,Intel Xeon Platinum 8180,2500,"28Cores, 2.50 GHz, 38.5MB L3 Cache (Turbo Boost Technology up to 3.80 GHz)",32KB(I)+32KB(D) per core,1024 KB (I+D) per core,38.5MB (I+D) on chip per chip,3072,48 x 64GB,3072 GB(48 X 64GB 4DRx4 DDR4 PC4-2666V),1x 400GB SSD SAS,ext4,Red Hat Enterprise Linux Server 7.3 ,RedHat,2 x 1 Gbit NIC,4 x 1600W,4U Rack,None,Aug-16,Nov-16,Apr-17,Apr-17,9019,Cisco Systems,Cisco Systems,,Jul-17,Jul-17,"http://www.spec.org/jbb2015/results/res2017q3/jbb2015-20170622-00199.html""<A HREF=""""/jbb2015/results/res2017q3/jbb2015-20170622-00199.html"""">HTML</A>""",,
JBB2015MULTI,Cisco Systems,Cisco UCS C480 M5,343284,114296,"Oracle Java SE 8u131 Java HotSpot 64-bit Server VM, version 1.8.0_131",Oracle Corporation,1,112,4,28,2,224,Intel Xeon Platinum 8180,2500,"28Cores, 2.50 GHz, 38.5MB L3 Cache (Turbo Boost Technology up to 3.80 GHz)",32KB(I)+32KB(D) per core,1024 KB (I+D) per core,38.5MB (I+D) on chip per chip,768,48 x 16GB,768 GB(48 X 16GB 2Rx4 PC4-2666V),1x 400GB SSD SAS,ext4,SUSE Linux Enterprise Server 12 SP2 ,SUSE,2 x 1 Gbit NIC,4 x 1600W,4U Rack,None,Aug-16,Nov-16,Apr-17,Apr-17,9019,Cisco Systems,Cisco Systems,,Jul-17,Jun-17,"http://www.spec.org/jbb2015/results/res2017q3/jbb2015-20170622-00200.html""<A HREF=""""/jbb2015/results/res2017q3/jbb2015-20170622-00200.html"""">HTML</A>""",,
JBB2015MULTI,Cisco Systems,Cisco UCS X210c M7,430735,208929,"Oracle Java SE 17.0.5 Java HotSpot 64-Bit Server VM,version 17.0.5",Oracle Corporation,1,120,2,60,2,240,Intel Xeon Platinum 8490H,1900,"60-Core, 1.90GHz, 112.5MB L3 Cache (Turbo Boost Technology up to 3.50 GHz)",32KB(I)+48KB(D) per core,2 MB (I+D) per core,112.5MB (I+D) on chip per chip,1024,16 x 64GB 2Rx4,64GB 2Rx4 PC5-4800B-R,1x 960 GB M.2 SSD SATA,XFS,SUSE Linux Enterprise Server 15 SP4 ,SUSE,2x 100 Gbit NIC,4 x 2800W,Blade,None,Mar-23,Sep-22,Oct-22,Nov-22,9019,Cisco Systems,Cisco Systems,,Jan-23,Dec-22,"http://www.spec.org/jbb2015/results/res2023q1/jbb2015-20221214-00969.html""<A HREF=""""/jbb2015/results/res2023q1/jbb2015-20221214-00969.html"""">HTML</A>""",,
JBB2015MULTI,Cisco Systems,Cisco UCS X210c M7,406558,197979,"Oracle Java SE 17.0.5 Java HotSpot 64-Bit Server VM,version 17.0.5",Oracle Corporation,1,120,2,60,2,240,Intel Xeon Platinum 8490H,1900,"60-Core, 1.90GHz, 112.5MB L3 Cache (Turbo Boost Technology up to 3.50 GHz)",32KB(I)+48KB(D) on chip per core,2 MB (I+D) on chip per core,112.5MB (I+D) on chip per chip,1024,16 x 64GB 2Rx4,64GB 2Rx4 PC5-4800B-R,1x 960 GB M.2 SSD SATA,NTFS,Windows Server 2022 Datacenter ,Microsoft,2x 100 Gbit NICs,4 x 2800W,Blade,None,Mar-23,Aug-21,Nov-22,Nov-22,50,Cisco Systems,Cisco Systems,,Jan-23,Dec-22,"http://www.spec.org/jbb2015/results/res2023q1/jbb2015-20221215-00977.html""<A HREF=""""/jbb2015/results/res2023q1/jbb2015-20221215-00977.html"""">HTML</A>""",,
JBB2015MULTI,Dell Inc.,Dell Inc. PowerEdge,331446,122481,"Oracle Java SE 10.0.1 Java HotSpot 64-bit Server VM, version 10.0.1",Oracle,1,112,4,28,2,224,Intel Xeon Platinum 8180,2500,"28 core, 2.50GHz, 38.5MB L3 Cache (Turbo Boost Technology up to 3.80 GHz)",32KB(I)+32KB(D) per core,1 MB (I+D) per core,38.5MB (I+D) on chip per chip,768,48 x 16GB,"2Rx8 PC4-2666V-R; slots A1-12, B1-12, C1-12, D1-12 populated",1 x 960 GB SATA SSD,xfs,Red Hat Enterprise Linux 7.5 ,Red Hat,4 x 1 Gbit NICs,2 x 1100W,2U Rack.,None,Jun-18,Apr-18,Apr-18,Apr-18,55,Dell Inc.,Dell Inc.,,Jun-18,Jun-18,"http://www.spec.org/jbb2015/results/res2018q2/jbb2015-20180605-00297.html""<A HREF=""""/jbb2015/results/res2018q2/jbb2015-20180605-00297.html"""">HTML</A>""",,
JBB2015MULTI,Dell Inc.,Dell Inc. PowerEdge,299750,208420,"Oracle Java SE 10.0.1 Java HotSpot 64-bit Server VM, version 10.0.1",Oracle,1,112,4,28,2,224,Intel Xeon Platinum 8180,2500,"28 core, 2.50GHz, 38.5MB L3 Cache (Turbo Boost Technology up to 3.80 GHz)",32KB(I)+32KB(D) per core,1 MB (I+D) per core,38.5MB (I+D) on chip per chip,1536,48 x 32GB,"2Rx4 PC4-2666V-R; slots A1-12, B1-12, C1-12, D1-12 populated",1 x 960 GB SATA SSD,xfs,Red Hat Enterprise Linux 7.5 ,Red Hat,4 x 1 Gbit NICs,2 x 1100W,2U Rack.,None,Jun-18,Apr-18,Apr-18,Apr-18,55,Dell Inc.,Dell Inc.,,Jun-18,Jun-18,"http://www.spec.org/jbb2015/results/res2018q2/jbb2015-20180605-00298.html""<A HREF=""""/jbb2015/results/res2018q2/jbb2015-20180605-00298.html"""">HTML</A>""",,
JBB2015MULTI,Dell Inc.,Dell Inc. PowerEdge,26012,6009,"Oracle Java SE 11.0.2 Java HotSpot 64-bit Server VM, version 11.0.2",Oracle,1,6,1,6,2,12,Intel Xeon E-2186G,3800,"6 core, 3.80GHz, 12MB L3 Cache (Turbo Boost Technology up to 4.70 GHz)",32KB(I)+32KB(D) per core,256 KB (I+D) per core,12MB (I+D) on chip per chip,64,4 x 16GB,2Rx8 PC4-2666V-E; slots 1-4 populated,1 x 960 GB SATA SSD,XFS,SUSE Linux Enterprise Server 12 SP3 ,SUSE,On-Board Broadcom 5720 Dual Port 1Gb LOM,1 x 550W,1U Rack.,None,Jan-19,Apr-18,Jan-19,Jan-19,55,Dell Inc.,Dell Inc.,,Mar-19,Mar-19,"http://www.spec.org/jbb2015/results/res2019q1/jbb2015-20190227-00349.html""<A HREF=""""/jbb2015/results/res2019q1/jbb2015-20190227-00349.html"""">HTML</A>""",,
JBB2015MULTI,Dell Inc.,Dell Inc. PowerEdge,155414,69059,"Oracle Java SE 8u131 Java HotSpot 64-bit Server VM, version 1.8.0_131",Oracle,1,56,2,28,2,112,Intel Xeon Platinum 8180M,2500,"28 core, 2.50GHz, 38.5MB L3 Cache (Turbo Boost Technology up to 3.80 GHz)",32KB(I)+32KB(D) per core,1 MB (I+D) per core,38.5MB (I+D) on chip per chip,768,24 x 32GB,"2Rx4 PC4-2666V-R; slots A1-12, B1-12 populated",1 x 200 GB SATA SSD,xfs,SUSE Linux Enterprise Server ,SUSE,4 x 1 Gbit NICs,1 x 1100W,1U Rack.,None,Jul-17,Nov-16,Apr-17,Apr-17,55,Dell Inc.,Dell Inc.,,Jul-17,Jun-17,"http://www.spec.org/jbb2015/results/res2017q3/jbb2015-20170620-00159.html""<A HREF=""""/jbb2015/results/res2017q3/jbb2015-20170620-00159.html"""">HTML</A>""",,
JBB2015MULTI,Dell Inc.,Dell Inc. PowerEdge,167696,43257,"Oracle Java SE 8u131 Java HotSpot 64-bit Server VM, version 1.8.0_131",Oracle,1,56,2,28,2,112,Intel Xeon Platinum 8180M,2500,"28 core, 2.50GHz, 38.5MB L3 Cache (Turbo Boost Technology up to 3.80 GHz)",32KB(I)+32KB(D) per core,1 MB (I+D) per core,38.5MB (I+D) on chip per chip,384,24 x 16GB,"2Rx8 PC4-2666V-R; slots A1-12, B1-12 populated",1 x 200 GB SATA SSD,xfs,SUSE Linux Enterprise Server ,SUSE,4 x 1 Gbit NICs,1 x 1100W,1U Rack.,None,Jul-17,Nov-16,Apr-17,Apr-17,55,Dell Inc.,Dell Inc.,,Jul-17,Jun-17,"http://www.spec.org/jbb2015/results/res2017q3/jbb2015-20170620-00160.html""<A HREF=""""/jbb2015/results/res2017q3/jbb2015-20170620-00160.html"""">HTML</A>""",,
JBB2015MULTI,Dell Inc.,Dell Inc. PowerEdge,300156,163812,"Oracle Java SE 8u131 Java HotSpot 64-bit Server VM, version 1.8.0_131",Oracle,1,112,4,28,2,224,Intel Xeon Platinum 8180,2500,"28 core, 2.50GHz, 38.5MB L3 Cache (Turbo Boost Technology up to 3.80 GHz)",32KB(I)+32KB(D) per core,1 MB (I+D) per core,38.5MB (I+D) on chip per chip,1536,48 x 32GB,"2Rx4 PC4-2666V-R; slots A1-12, B1-12, C1-12, D1-12 populated",1 x 3.84 TB SATA SSD,xfs,Red Hat Enterprise Linux ,Red Hat,4 x 1 Gbit NICs,1 x 2000W,3U Rack.,None,Jul-17,Nov-16,Apr-17,Apr-17,55,Dell Inc.,Dell Inc.,,Jul-17,Jun-17,"http://www.spec.org/jbb2015/results/res2017q3/jbb2015-20170620-00161.html""<A HREF=""""/jbb2015/results/res2017q3/jbb2015-20170620-00161.html"""">HTML</A>""",,
JBB2015MULTI,Dell Inc.,Dell Inc. PowerEdge,326035,97773,"Oracle Java SE 8u131 Java HotSpot 64-bit Server VM, version 1.8.0_131",Oracle,1,112,4,28,2,224,Intel Xeon Platinum 8180,2500,"28 core, 2.50GHz, 38.5MB L3 Cache (Turbo Boost Technology up to 3.80 GHz)",32KB(I)+32KB(D) per core,1 MB (I+D) per core,38.5MB (I+D) on chip per chip,768,48 x 16GB,"2Rx8 PC4-2666V-R; slots A1-12, B1-12, C1-12, D1-12 populated",1 x 3.84 TB SATA SSD,xfs,Red Hat Enterprise Linux ,Red Hat,4 x 1 Gbit NICs,1 x 2000W,3U Rack.,None,Jul-17,Nov-16,Apr-17,Apr-17,55,Dell Inc.,Dell Inc.,,Jul-17,Jun-17,"http://www.spec.org/jbb2015/results/res2017q3/jbb2015-20170620-00162.html""<A HREF=""""/jbb2015/results/res2017q3/jbb2015-20170620-00162.html"""">HTML</A>""",,
JBB2015MULTI,Dell Inc.,Dell Inc. PowerEdge,94903,29033,"Oracle Java SE 8u60 Java HotSpot 64-bit Server VM, version 1.8.0_60",Oracle,1,36,2,18,2,72,Intel Xeon E5-2699 v3,2300,"18 core, 2.30GHz, 45MB L3 Cache (Turbo Boost Technology up to 3.60 GHz)",32KB(I)+32KB(D) per core,256 KB (I+D) per core,45MB (I+D) on chip per chip,256,16 x 16GB,"2Rx4 PC4-2133P-R; slots A1-8, B1-8 populated",1 x 160GB SATA SSD,ext4,SUSE Linux Enterprise Server 12 ,SUSE,4 x 1 Gbit NICs,1 x 750W,2U Rack.,None,Jun-15,Oct-14,Aug-15,Sep-15,55,Dell Inc.,Dell Inc.,,Oct-15,Oct-15,"http://www.spec.org/jbb2015/results/res2015q4/jbb2015-20150925-00020.html""<A HREF=""""/jbb2015/results/res2015q4/jbb2015-20150925-00020.html"""">HTML</A>""",,
JBB2015MULTI,Dell Inc.,Dell Inc. PowerEdge,163751,40700,"Oracle Java SE 8u60 Java HotSpot 64-bit Server VM, version 1.8.0_60",Oracle,1,72,4,18,2,144,Intel Xeon E7-8890 v3,2500,"18 core, 2.50GHz, 45MB L3 Cache (Turbo Boost Technology up to 3.30 GHz)",32KB(I)+32KB(D) per core,256 KB (I+D) per core,45MB (I+D) on chip per chip,2048,64 x 32GB,2Rx4 PC4-2133P-R; slots 1-8 of risers A-H populated,1x 400GB SAS SSD,ext4,SUSE Linux Enterprise Server 12 ,SUSE,4 x 1 Gbit NICs,2 x 1100W,4U Rack.,None,Jun-15,Oct-14,Aug-15,Oct-14,55,Dell Inc.,Dell Inc.,,Oct-15,Oct-15,"http://www.spec.org/jbb2015/results/res2015q4/jbb2015-20150925-00021.html""<A HREF=""""/jbb2015/results/res2015q4/jbb2015-20150925-00021.html"""">HTML</A>""",,
JBB2015MULTI,Dell Inc.,Dell Inc. PowerEdge,155746,96327,"Oracle Java SE 8u60 Java HotSpot 64-bit Server VM, version 1.8.0_60",Oracle,1,72,4,18,2,144,Intel Xeon E7-8890 v3,2500,"18 core, 2.50GHz, 45MB L3 Cache (Turbo Boost Technology up to 3.30 GHz)",32KB(I)+32KB(D) per core,256 KB (I+D) per core,45MB (I+D) on chip per chip,2048,64 x 32GB,2Rx4 PC4-2133P-R; slots 1-8 of risers A-H populated,1x 400GB SAS SSD,ext4,Red Hat Enterprise Linux Server release 7.1 ,Red Hat,4 x 1 Gbit NICs,2 x 1100,4U Rack.,None,Jun-15,Feb-15,Aug-15,Aug-15,55,Dell Inc.,Dell Inc.,,Oct-15,Oct-15,"http://www.spec.org/jbb2015/results/res2015q4/jbb2015-20151009-00023.html""<A HREF=""""/jbb2015/results/res2015q4/jbb2015-20151009-00023.html"""">HTML</A>""",,
JBB2015MULTI,Dell Inc.,Dell Inc. PowerEdge,144736,42612,"Oracle Jave SE 8u152 Java HotSpot 64-bit Server VM, version 1.8.0_152",Oracle,1,64,2,32,2,128,AMD EPYC 7601,2200,"32 core, 2.20GHz",64KB(I)+32KB(D) per core,512 KB (I+D) per core,64MB (I+D) on chip per chip,1024,16 x 64GB,"4Rx4 PC4-2666V-LR; slots A1-8, B1-8 populated",1 x 960 GB SATA SSD,xfs,SUSE Linux Enterprise Server 12 SP3 ,SUSE,4 x 1 Gbit NICs,2 x 750W,2U Rack.,None,Dec-17,Sep-17,Oct-17,Sep-15,55,Dell Inc.,Dell Inc.,,Feb-18,Feb-18,"http://www.spec.org/jbb2015/results/res2018q1/jbb2015-20171107-00270.html""<A HREF=""""/jbb2015/results/res2018q1/jbb2015-20171107-00270.html"""">HTML</A>""",,
JBB2015MULTI,Dell Inc.,Dell Inc. PowerEdge,125650,64407,"Oracle Jave SE 8u152 Java HotSpot 64-bit Server VM, version 1.8.0_152",Oracle,1,64,2,32,2,128,AMD EPYC 7601,2200,"32 core, 2.20GHz",64KB(I)+32KB(D) per core,512 KB (I+D) per core,64MB (I+D) on chip per chip,1024,16 x 64GB,"4Rx4 PC4-2666V-LR; slots A1-8, B1-8 populated",1 x 960 GB SATA SSD,xfs,SUSE Linux Enterprise Server 12 SP3 ,SUSE,4 x 1 Gbit NICs,2 x 750W,2U Rack.,None,Dec-17,Sep-17,Oct-17,Sep-17,55,Dell Inc.,Dell Inc.,,Feb-18,Feb-18,"http://www.spec.org/jbb2015/results/res2018q1/jbb2015-20171107-00271.html""<A HREF=""""/jbb2015/results/res2018q1/jbb2015-20171107-00271.html"""">HTML</A>""",,
