Benchmark,Company,System,"Max-jOPS	","Critical-jOPS	",JVM,JVM Vendor  ,# of nodes,# cores,# chips,# cores per chip,# of threads per core ,Total # of threads ,Processor,CPU Speed,CPU Characteristics ,Primary Cache,Secondary Cache,Tertiary Cache,Memory (GB),DIMMS ,Memory Details,"Disk 	","File System 	",Operating System,OS Vendor,"NICs	","PSU	","Form factor	","Enclosure	",Hardware Availability,OS Availability,JVM Availability,SW Availability,License,Tested By,Test Sponsor,Test Date,Published,Updated ,Disclosure,Disclosure URL,Disclosures
JBB2015COMP,Fujitsu,Fujitsu Server PRIMERGY RX2540 M5,101742,67948,"Oracle Java SE 11.0.2 Java HotSpot 64-bit Server VM, version 11.0.2",Oracle Corporation,1,56,2,28,2,112,Intel Xeon Platinum 8280M,2700,"28 core, 2.70GHz, 38.5MB L3 Cache (Turbo Boost Technology up to 4.00 GHz)",32 KB I + 32 KB D on chip per core,1 MB I+D on chip per core,38.5MB I+D on chip per chip,768,24 x 32GB,32GB 2Rx4 PC4-2933Y-R,1x 1.6TB SAS SSD,xfs,Windows Server 2016 Standard ,Microsoft,1x 1 Gbit NIC,1 x 800W,2U,None,Apr-19,Oct-18,Jan-19,Jan-19,19,Fujitsu,Fujitsu,,Apr-19,Mar-19,"http://www.spec.org/jbb2015/results/res2019q2/jbb2015-20190314-00431.html""<A HREF=""""/jbb2015/results/res2019q2/jbb2015-20190314-00431.html"""">HTML</A>""",,
JBB2015COMP,Fujitsu,Fujitsu Server PRIMERGY RX2540 M5,98065,71031,"Oracle Java SE 11.0.2 Java HotSpot 64-bit Server VM, version 11.0.2",Oracle Corporation,1,56,2,28,2,112,Intel Xeon Platinum 8280M,2700,"28 core, 2.70GHz, 38.5MB L3 Cache (Turbo Boost Technology up to 4.00 GHz)",32 KB I + 32 KB D on chip per core,1 MB I+D on chip per core,38.5MB I+D on chip per chip,768,24 x 32GB,32GB 2Rx4 PC4-2933Y-R,1x 1.6TB SAS SSD,xfs,Windows Server 2016 Standard ,Microsoft,1x 1 Gbit NIC,1 x 800W,2U,None,Apr-19,Oct-18,Jan-19,Jan-19,19,Fujitsu,Fujitsu,,Apr-19,Mar-19,"http://www.spec.org/jbb2015/results/res2019q2/jbb2015-20190314-00432.html""<A HREF=""""/jbb2015/results/res2019q2/jbb2015-20190314-00432.html"""">HTML</A>""",,
JBB2015COMP,Fujitsu,Fujitsu Server PRIMERGY RX4770 M5,259141,207097,"Oracle Java SE 11.0.2 Java HotSpot 64-bit Server VM, version 11.0.2",Oracle Corporation,1,112,4,28,2,224,Intel Xeon Platinum 8280L,2700,"28 core, 2.70GHz, 38.5MB L3 Cache (Turbo Boost Technology up to 4.00 GHz)",32 KB I + 32 KB D on chip per core,1 MB I+D on chip per core,38.5MB I+D on chip per chip,1536,48 x 32GB,32GB 2Rx4 PC4-2933Y-R,1x 240GB M2 SSD,xfs,Red Hat Enterprise Linux Server 7.6 (Maipo) ,Red Hat,1x 1 Gbit NIC,2 x 1600W,2U,None,Apr-19,Oct-18,Jan-19,Jan-19,19,Fujitsu,Fujitsu,,Apr-19,Mar-19,"http://www.spec.org/jbb2015/results/res2019q2/jbb2015-20190314-00435.html""<A HREF=""""/jbb2015/results/res2019q2/jbb2015-20190314-00435.html"""">HTML</A>""",,
JBB2015COMP,Fujitsu,Fujitsu Server PRIMERGY TX1320 M4,27083,12653,"Oracle Java SE 10.0.2 Java HotSpot 64-bit Server VM, version 10.0.2",Oracle Corporation,1,6,1,6,2,12,Intel Xeon E-2186G,3800,"6 core, 3.80GHz, 12MB L3 Cache (Turbo Boost Technology up to 4.70 GHz)",32 KB I + 32 KB D on chip per core,256 KB I+D on chip per core,12MB I+D on chip per chip,64,4 x 16GB,16GB 2Rx8 PC4-2666V-E,1x 2TB SATA HDD,xfs,SUSE Linux Enterprise Server 15 ,SUSE,1x 1 Gbit NIC,2 x 450W,Tower,None,Nov-18,Jul-18,Jul-18,Jul-18,19,Fujitsu,Fujitsu,,Nov-18,Oct-18,"http://www.spec.org/jbb2015/results/res2018q4/jbb2015-20181025-00340.html""<A HREF=""""/jbb2015/results/res2018q4/jbb2015-20181025-00340.html"""">HTML</A>""",,
JBB2015COMP,Fujitsu,Fujitsu Server PRIMERGY TX1320 M4,26397,13426,"Oracle Java SE 10.0.2 Java HotSpot 64-bit Server VM, version 10.0.2",Oracle Corporation,1,6,1,6,2,12,Intel Xeon E-2186G,3800,"6 core, 3.80GHz, 12MB L3 Cache (Turbo Boost Technology up to 4.70 GHz)",32 KB I + 32 KB D on chip per core,256 KB I+D on chip per core,12MB I+D on chip per chip,64,4 x 16GB,16GB 2Rx8 PC4-2666V-E,1x 2TB SATA HDD,xfs,SUSE Linux Enterprise Server 15 ,SUSE,1x 1 Gbit NIC,2 x 450W,Tower,None,Nov-18,Jul-18,Jul-18,Jul-18,19,Fujitsu,Fujitsu,,Nov-18,Oct-18,"http://www.spec.org/jbb2015/results/res2018q4/jbb2015-20181025-00341.html""<A HREF=""""/jbb2015/results/res2018q4/jbb2015-20181025-00341.html"""">HTML</A>""",,
JBB2015COMP,Fujitsu,Fujitsu Server PRIMERGY TX1320 M4,26012,13098,"Oracle Java SE 10.0.2 Java HotSpot 64-bit Server VM, version 10.0.2",Oracle Corporation,1,6,1,6,2,12,Intel Xeon E-2186G,3800,"6 core, 3.80GHz, 12MB L3 Cache (Turbo Boost Technology up to 4.70 GHz)",32 KB I + 32 KB D on chip per core,256 KB I+D on chip per core,12MB I+D on chip per chip,64,4 x 16GB,16GB 2Rx8 PC4-2666V-E,1x 2TB SATA HDD,xfs,SUSE Linux Enterprise Server 15 ,SUSE,1x 1 Gbit NIC,2 x 450W,Tower,None,Nov-18,Jul-18,Jul-18,Jul-18,19,Fujitsu,Fujitsu,,Nov-18,Oct-18,"http://www.spec.org/jbb2015/results/res2018q4/jbb2015-20181009-00337.html""<A HREF=""""/jbb2015/results/res2018q4/jbb2015-20181009-00337.html"""">HTML</A>""",,
JBB2015COMP,Fujitsu,Fujitsu Server PRIMERGY TX1330 M4,27083,12653,"Oracle Java SE 10.0.2 Java HotSpot 64-bit Server VM, version 10.0.2",Oracle Corporation,1,6,1,6,2,12,Intel Xeon E-2186G,3800,"6 core, 3.80GHz, 12MB L3 Cache (Turbo Boost Technology up to 4.70 GHz)",32 KB I + 32 KB D on chip per core,256 KB I+D on chip per core,12MB I+D on chip per chip,64,4 x 16GB,16GB 2Rx8 PC4-2666V-E,1x 2TB SATA HDD,xfs,SUSE Linux Enterprise Server 15 ,SUSE,1x 1 Gbit NIC,2 x 450W,Tower or 4U rack mount,None,Nov-18,Jul-18,Jul-18,Jul-18,19,Fujitsu,Fujitsu,,Nov-18,Oct-18,"http://www.spec.org/jbb2015/results/res2018q4/jbb2015-20181025-00343.html""<A HREF=""""/jbb2015/results/res2018q4/jbb2015-20181025-00343.html"""">HTML</A>""",,
JBB2015COMP,Fujitsu,Fujitsu Server PRIMERGY TX1330 M4,26397,13426,"Oracle Java SE 10.0.2 Java HotSpot 64-bit Server VM, version 10.0.2",Oracle Corporation,1,6,1,6,2,12,Intel Xeon E-2186G,3800,"6 core, 3.80GHz, 12MB L3 Cache (Turbo Boost Technology up to 4.70 GHz)",32 KB I + 32 KB D on chip per core,256 KB I+D on chip per core,12MB I+D on chip per chip,64,4 x 16GB,16GB 2Rx8 PC4-2666V-E,1x 2TB SATA HDD,xfs,SUSE Linux Enterprise Server 15 ,SUSE,1x 1 Gbit NIC,2 x 450W,Tower or 4U rack mount,None,Nov-18,Jul-18,Jul-18,Jul-18,19,Fujitsu,Fujitsu,,Nov-18,Oct-18,"http://www.spec.org/jbb2015/results/res2018q4/jbb2015-20181025-00344.html""<A HREF=""""/jbb2015/results/res2018q4/jbb2015-20181025-00344.html"""">HTML</A>""",,
JBB2015COMP,Fujitsu,Fujitsu Server PRIMERGY TX1330 M4,26012,13098,"Oracle Java SE 10.0.2 Java HotSpot 64-bit Server VM, version 10.0.2",Oracle Corporation,1,6,1,6,2,12,Intel Xeon E-2186G,3800,"6 core, 3.80GHz, 12MB L3 Cache (Turbo Boost Technology up to 4.70 GHz)",32 KB I + 32 KB D on chip per core,256 KB I+D on chip per core,12MB I+D on chip per chip,64,4 x 16GB,16GB 2Rx8 PC4-2666V-E,1x 2TB SATA HDD,xfs,SUSE Linux Enterprise Server 15 ,SUSE,1x 1 Gbit NIC,2 x 450W,Tower or 4U rack mount,None,Nov-18,Jul-18,Jul-18,Jul-18,19,Fujitsu,Fujitsu,,Nov-18,Oct-18,"http://www.spec.org/jbb2015/results/res2018q4/jbb2015-20181011-00338.html""<A HREF=""""/jbb2015/results/res2018q4/jbb2015-20181011-00338.html"""">HTML</A>""",,
JBB2015COMP,Fujitsu,SPARC M10-4S,28797,20607,"Oracle Java SE 8u66 Java HotSpot(TM) 64-Bit Server VM, version 1.8.0_66",Oracle Corporation,1,16,1,16,2,32,SPARC64 X+,3700,"16 Core, 3.7GHz, 24MB L2 Cache",64 KB I + 64 KB D on chip per core,24 MB I+D on chip per chip,None,512,16 x 32GB,32GB 4Rx4 PC3-10600R-9 ECC; all slots populated,"1 x 600 GB SAS, 10025 RPM SAS disk drive",ZFS,Oracle Solaris 11.3 ,Oracle Corporation,4 x 10/100/1000 NICs (on board),2 x 2500,1 x 4RU rackmount server,None,Apr-14,Nov-15,Oct-15,Nov-15,19,Fujitsu,Fujitsu,,Feb-16,Feb-16,"http://www.spec.org/jbb2015/results/res2016q1/jbb2015-20160201-00044.html""<A HREF=""""/jbb2015/results/res2016q1/jbb2015-20160201-00044.html"""">HTML</A>""",,
JBB2015COMP,"GIGA-BYTE TECHNOLOGY CO., LTD.",R282-Z90,289416,248786,"Oracle Java SE 12.0.1 Java HotSpot 64-bit Server VM, version 12.0.1",Oracle,1,128,2,64,2,256,AMD EPYC 7742,2250,"64 core, 2.25GHz, 256MB L3 Cache (Turbo Boost Technology up to 3.4 GHz)",32KB(I)+32KB(D) per core,512KB (I+D) per core,256MB (I+D) on chip per chip,1024,16 x 64 GB,64 GB 4Rx4 PC4-3200AA-L,1 x SAMSUNG SSD 833 DCT 1.92TB,ext4,SUSE Linux Enterprise Server 15 SP1 ,SUSE,2 x 1 Gbit LOMs,2 x DELTA DPS-1200AB-4 1200w,2U,None,Aug-19,May-19,Apr-19,May-19,9082,"GIGA-BYTE TECHNOLOGY CO., LTD.","GIGA-BYTE TECHNOLOGY CO., LTD.",,Aug-19,Jul-19,"http://www.spec.org/jbb2015/results/res2019q3/jbb2015-20190717-00461.html""<A HREF=""""/jbb2015/results/res2019q3/jbb2015-20190717-00461.html"""">HTML</A>""",,
JBB2015COMP,"GIGA-BYTE TECHNOLOGY CO., LTD.",R282-Z90,368441,321955,"Oracle Java SE 17.0.2 Java HotSpot 64-bit Server VM, version 17.0.2",Oracle,1,128,2,64,2,256,AMD EPYC 7773X,2200,"64 core, 2.2GHz, 768MB L3 Cache (Turbo Boost Technology up to 3.5 GHz)",32KB(I)+32KB(D) per core,512KB (I+D) per core,768MB (I+D) on chip per chip,1024,16 x 64GB,64 GB 4Rx4 PC4-3200AA-L,1 x nvme 1.92TB,ext4,SUSE Linux Enterprise Server 15 SP2 ,SUSE,2 x 1 Gbit LOMs,2 x DELTA DPS-1200AB-4 1200w,2U,None,Mar-22,Jun-20,Jan-22,Jan-22,9082,"GIGA-BYTE TECHNOLOGY CO., LTD.","GIGA-BYTE TECHNOLOGY CO., LTD.",,Jun-22,Jun-22,"http://www.spec.org/jbb2015/results/res2022q2/jbb2015-20220518-00814.html""<A HREF=""""/jbb2015/results/res2022q2/jbb2015-20220518-00814.html"""">HTML</A>""",,
JBB2015COMP,"GIGA-BYTE TECHNOLOGY CO., LTD.",R282-Z90,343031,309726,"Oracle Java SE 17.0.2 Java HotSpot 64-bit Server VM, version 17.0.2",Oracle,1,128,2,64,2,256,AMD EPYC 7773X,2200,"64 core, 2.2GHz, 768MB L3 Cache (Turbo Boost Technology up to 3.5 GHz)",32KB(I)+32KB(D) per core,512KB (I+D) per core,768MB (I+D) on chip per chip,1024,16 x 64GB,64 GB 4Rx4 PC4-3200AA-L,1 x nvme 1.92TB,ext4,SUSE Linux Enterprise Server 15 SP2 ,SUSE,2 x 1 Gbit LOMs,2 x DELTA DPS-1200AB-4 1200w,2U,None,Mar-22,Jun-20,Jan-22,Feb-22,9082,"GIGA-BYTE TECHNOLOGY CO., LTD.","GIGA-BYTE TECHNOLOGY CO., LTD.",,Mar-22,Feb-22,"http://www.spec.org/jbb2015/results/res2022q1/jbb2015-20220209-00715.html""<A HREF=""""/jbb2015/results/res2022q1/jbb2015-20220209-00715.html"""">HTML</A>""",,
JBB2015COMP,H3C,H3C UniServer R4900 G3,151767,77724,"Oracle Java SE 8u144 Java HotSpot 64-Bit Server VM, version 1.8.0_144",Oracle Corporation,1,56,2,28,2,112,Intel(R) Xeon(R) Platinum 8180M CPU,2500,"28-Core, 2.50GHz, 38.5MB L3 Cache (Turbo Boost Technology up to 3.80 GHz)",32 KB(I)+32 KB(D) per core,1024 KB (I+D) per core,39424 KB (I+D) on chip per chip,384,24 x 16GB,384 GB (24 x 16 GB 2Rx8 PC4-2666V-R),1 x 480 GB SSD SATA,XFS,SUSE Linux Enterprise Server 12 SP2 ,SUSE,2 x 10 Gbit NICs,2 x 550,2U,None,Jul-17,Nov-16,Jul-17,Jul-17,9066,H3C,H3C,,Oct-17,Oct-17,"http://www.spec.org/jbb2015/results/res2017q4/jbb2015-20170927-00236.html""<A HREF=""""/jbb2015/results/res2017q4/jbb2015-20170927-00236.html"""">HTML</A>""",,
JBB2015COMP,H3C,H3C UniServer R6900 G3,262190,102804,"Oracle Java SE 9.0.4 Java HotSpot 64-Bit Server VM, version 9.0.4",Oracle Corporation,1,112,4,28,2,224,Intel(R) Xeon(R) Platinum 8180 CPU,2500,"28-Core, 2.50GHz, 38.5MB L3 Cache (Turbo Boost Technology up to 3.80 GHz)",32 KB(I)+32 KB(D) per core,1024 KB (I+D) per core,39424 KB (I+D) on chip per chip,768,48 x 16 GB,768 GB (48 x 16 GB 2Rx8 PC4-2666V),1 x 300 GB SSD SATA,XFS,SUSE Linux Enterprise Server 12 SP2 ,SUSE Linux Enterprise Server,2 x 10 Gbit NICs,2 x 1600,4U,None,Oct-17,Nov-16,Jan-18,Jan-18,9066,H3C,H3C,,Apr-18,Mar-18,"http://www.spec.org/jbb2015/results/res2018q2/jbb2015-20180328-00290.html""<A HREF=""""/jbb2015/results/res2018q2/jbb2015-20180328-00290.html"""">HTML</A>""",,
JBB2015COMP,H3C,H3C UniServer R6900 G3,253044,93986,"Oracle Java SE 9.0.4 Java HotSpot 64-Bit Server VM, version 9.0.4",Oracle Corporation,1,112,4,28,2,224,Intel(R) Xeon(R) Platinum 8180 CPU,2500,"28-Core, 2.50GHz, 38.5MB L3 Cache (Turbo Boost Technology up to 3.80 GHz)",32 KB(I)+32 KB(D) per core,1024 KB (I+D) per core,39424 KB (I+D) on chip per chip,768,48 x 16 GB,768 GB (48 x 16 GB 2Rx8 PC4-2666V),1 x 300 GB SSD SATA,XFS,SUSE Linux Enterprise Server 12 SP2 ,SUSE Linux Enterprise Server,2 x 10 Gbit NICs,2 x 1600,4U,None,Oct-17,Nov-16,Jan-18,Jan-18,9066,H3C,H3C,,Apr-18,Mar-18,"http://www.spec.org/jbb2015/results/res2018q2/jbb2015-20180315-00287.html""<A HREF=""""/jbb2015/results/res2018q2/jbb2015-20180315-00287.html"""">HTML</A>""",,
JBB2015COMP,Hewlett Packard Enterprise,ProLiant DL120 Gen9,53945,30533,"Oracle Java SE 8u74 Java HotSpot 64-bit Server VM, version 1.8.0_74",Oracle,1,22,1,22,2,44,Intel Xeon E5-2699 v4,2200,"22 Core, 2.2 GHz, 55 MB L3 Cache (Turbo Boost Technology up to 3.6 GHz)",32 KB I + 32 KB D on chip per core,256 KB I+D on chip per core,55 MB I+D on chip per chip,128,4 x 32768 MB,32 GB 2Rx4 PC4-2400T-R,1 x 500 GB,XFS,Red Hat Enterprise Linux Server 7.2 ,RedHat,HPE Ethernet 1 Gb 2-Port,1 x 550,1U,None,,,,,3,Hewlett Packard Enterprise,Hewlett Packard Enterprise,,Mar-16,Mar-16,"http://www.spec.org/jbb2015/results/res2016q1/jbb2015-20160315-00048.html""<A HREF=""""/jbb2015/results/res2016q1/jbb2015-20160315-00048.html"""">HTML</A>""",,
JBB2015COMP,Hewlett Packard Enterprise,ProLiant DL120 Gen9,53842,31886,"Oracle Java SE 8u74 Java HotSpot 64-bit Server VM, version 1.8.0_74",Oracle,1,22,1,22,2,44,Intel Xeon E5-2699 v4,2200,"22 Core, 2.2 GHz, 55 MB L3 Cache (Turbo Boost Technology up to 3.6 GHz)",32 KB I + 32 KB D on chip per core,256 KB I+D on chip per core,55 MB I+D on chip per chip,128,4 x 32768 MB,32 GB 2Rx4 PC4-2400T-R,1 x 500 GB,XFS,Red Hat Enterprise Linux Server 7.2 ,RedHat,HPE Ethernet 1 Gb 2-Port,1 x 550,1U,None,,,,,3,Hewlett Packard Enterprise,Hewlett Packard Enterprise,,Mar-16,Mar-16,"http://www.spec.org/jbb2015/results/res2016q1/jbb2015-20160315-00049.html""<A HREF=""""/jbb2015/results/res2016q1/jbb2015-20160315-00049.html"""">HTML</A>""",,
JBB2015COMP,Hewlett Packard Enterprise,ProLiant DL325 Gen10,158391,137778,"OpenJDK 12.0.1 OpenJDK 64-bit Server VM, version 12.0.1",OpenJDK (openjdk.java.net),1,64,1,64,2,128,AMD EPYC 7702P,2000,"64 Core, 2.0 GHz, 256 MB L3 cache (Turbo Boost Technology up to 3.35 GHz)",32 KB I + 32 KB D on chip per core,512 KB I+D on chip per core,256 MB L3 cache per chip,512,8 x 64 GB,64 GB 4Rx4 PC4-2933Y-L,1 x 480 GB SSD SATA,XFS,SUSE Linux Enterprise Server 15 SP1 ,SUSE,HPE Ethernet 1Gb 4-port,2 x 800,1U Rack,None,Aug-19,Jun-19,Apr-19,Jun-19,3,Hewlett Packard Enterprise,Hewlett Packard Enterprise,,Aug-19,Aug-19,"http://www.spec.org/jbb2015/results/res2019q3/jbb2015-20190717-00463.html""<A HREF=""""/jbb2015/results/res2019q3/jbb2015-20190717-00463.html"""">HTML</A>""",,
JBB2015COMP,Hewlett Packard Enterprise,ProLiant DL325 Gen10 Plus v2,223097,196428,"Oracle Java SE 17.0.2 Java HotSpot 64-bit Server VM, version 17.0.2",Oracle,1,64,1,64,2,128,AMD EPYC 7773X,2200,"64 Core, 2.2 GHz, 768 MB L3 Cache(Max. Boost Clock Up to 3.5 GHz)",32 KB I + 32 KB D on chip per core,512 KB I+D on chip per core,768 MB (I+D) on chip per chip,1024,8 x 128 GB,128 GB 4Rx4 PC4-3200AA-L,2 x 480 GB SSD SATA,XFS,SUSE Linux Enterprise Server 15 SP2 ,SUSE,HPE Ethernet 10Gb 2-port,2 x 800,1U Rack,None,Mar-22,Jul-20,Jan-22,Jan-22,3,Hewlett Packard Enterprise,Hewlett Packard Enterprise,,Mar-22,Feb-22,"http://www.spec.org/jbb2015/results/res2022q1/jbb2015-20220223-00737.html""<A HREF=""""/jbb2015/results/res2022q1/jbb2015-20220223-00737.html"""">HTML</A>""",,
JBB2015COMP,Hewlett Packard Enterprise,ProLiant DL325 Gen10 Plus v2,220646,204920,"Oracle Java SE 17.0.2 Java HotSpot 64-bit Server VM, version 17.0.2",Oracle,1,64,1,64,2,128,AMD EPYC 7773X,2200,"64 Core, 2.2 GHz, 768 MB L3 Cache(Max. Boost Clock Up to 3.5 GHz)",32 KB I + 32 KB D on chip per core,512 KB I+D on chip per core,768 MB (I+D) on chip per chip,1024,8 x 128 GB,128 GB 4Rx4 PC4-3200AA-L,2 x 480 GB SSD SATA,XFS,SUSE Linux Enterprise Server 15 SP2 ,SUSE,HPE Ethernet 10Gb 2-port,2 x 1600,1U Rack,None,Mar-22,Jul-20,Jan-22,Jan-22,3,Hewlett Packard Enterprise,Hewlett Packard Enterprise,,Mar-22,Feb-22,"http://www.spec.org/jbb2015/results/res2022q1/jbb2015-20220223-00741.html""<A HREF=""""/jbb2015/results/res2022q1/jbb2015-20220223-00741.html"""">HTML</A>""",,
JBB2015COMP,Hewlett Packard Enterprise,ProLiant DL325 Gen11,368441,350671,"Oracle Java SE 18.0.2.1 Java HotSpot 64-bit Server VM, version 18.0.2.1",Oracle,1,96,1,96,2,192,AMD EPYC 9654P,2400,"96 Core, 2.4 GHz, 384 MB L3 Cache(Max. Boost Clock Up to 3.7 GHz)",32 KB I + 32 KB D on chip per core,1024 KB I+D on chip per core,384 MB (I+D) on chip per chip,768,12 x 64 GB,"64GB 2Rx4 PC5-38400R , running at 4800 MHz",1 x 1.6 TB NVMe SSD,XFS,SUSE Linux Enterprise Server 15 SP4 ,SUSE,HPE Ethernet 10Gb 2-port,2 x 800,1U Rack,None,Nov-22,Jul-22,Aug-22,Aug-22,3,Hewlett Packard Enterprise,Hewlett Packard Enterprise,,Nov-22,Oct-22,"http://www.spec.org/jbb2015/results/res2022q4/jbb2015-20221019-00864.html""<A HREF=""""/jbb2015/results/res2022q4/jbb2015-20221019-00864.html"""">HTML</A>""",,
JBB2015COMP,Hewlett Packard Enterprise,ProLiant DL325 Gen11,376911,347132,"Oracle Java SE 18.0.2.1 Java HotSpot 64-bit Server VM, version 18.0.2.1",Oracle,1,96,1,96,2,192,AMD EPYC 9654P,2400,"96 Core, 2.4 GHz, 384 MB L3 Cache(Max. Boost Clock Up to 3.7 GHz)",32 KB I + 32 KB D on chip per core,1024 KB I+D on chip per core,384 MB (I+D) on chip per chip,768,12 x 64 GB,"64GB 2Rx4 PC5-38400R , running at 4800 MHz",1 x 1.6 TB NVMe SSD,XFS,SUSE Linux Enterprise Server 15 SP4 ,SUSE,HPE Ethernet 10Gb 2-port,2 x 800,1U Rack,None,Nov-22,Jul-22,Aug-22,Aug-22,3,Hewlett Packard Enterprise,Hewlett Packard Enterprise,,Nov-22,Oct-22,"http://www.spec.org/jbb2015/results/res2022q4/jbb2015-20221019-00866.html""<A HREF=""""/jbb2015/results/res2022q4/jbb2015-20221019-00866.html"""">HTML</A>""",,
JBB2015COMP,Hewlett Packard Enterprise,ProLiant DL360 Gen10,80467,63228,"Oracle Java SE 8u201 Java HotSpot 64-bit Server VM (build 25.201-b09, mixed mode)",Oracle,1,28,1,28,2,56,Intel Xeon Platinum 8280,2700,"28 Core, 2.70 GHz, 38.5 MB L3 Cache (Turbo Boost Technology up to 4.00 GHz)",32 KB I + 32 KB D On Chip Per Core,1024 KB I+D On Chip Per Core,38.5 MB I+D On Chip Per Chip,768,12 x 64 GB,64 GB 2Rx4 PC4-2933Y-R,1 x 480 GB SSD SATA,NTFS,Windows Server 2019 Standard ,Microsoft,1 x HPE 331i 4 Port 1 Gbit Ethernet,2 x 1600,1U,None,Apr-19,Mar-19,Jan-19,Mar-19,3,Hewlett Packard Enterprise,Hewlett Packard Enterprise,,Apr-19,Mar-19,"http://www.spec.org/jbb2015/results/res2019q2/jbb2015-20190313-00352.html""<A HREF=""""/jbb2015/results/res2019q2/jbb2015-20190313-00352.html"""">HTML</A>""",,
JBB2015COMP,Hewlett Packard Enterprise,ProLiant DL360 Gen10,85821,46127,"Oracle Java SE 8u201 Java HotSpot 64-bit Server VM (build 25.201-b09, mixed mode)",Oracle,1,28,1,28,2,56,Intel Xeon Platinum 8280,2700,"28 Core, 2.70 GHz, 38.5 MB L3 Cache (Turbo Boost Technology up to 4.00 GHz)",32 KB I + 32 KB D On Chip Per Core,1024 KB I+D On Chip Per Core,38.5 MB I+D On Chip Per Chip,192,12 x 16 GB,16 GB 2Rx8 PC4-2933Y-R,1 x 480 GB SSD SATA,NTFS,Windows Server 2019 Standard ,Microsoft,1 x HPE 331i 4 Port 1 Gbit Ethernet,2 x 1600,1U,None,Apr-19,Mar-19,Jan-19,Mar-19,3,Hewlett Packard Enterprise,Hewlett Packard Enterprise,,Apr-19,Mar-19,"http://www.spec.org/jbb2015/results/res2019q2/jbb2015-20190313-00353.html""<A HREF=""""/jbb2015/results/res2019q2/jbb2015-20190313-00353.html"""">HTML</A>""",,
JBB2015COMP,Hewlett Packard Enterprise,ProLiant DL360 Gen9,105420,59541,"Oracle Java SE 8u72 Java HotSpot 64-bit Server VM, version 1.8.0_72",Oracle,1,44,2,22,2,88,Intel Xeon E5-2699 v4,2200,"22-Core, 2.2 GHz, 55 MB L3 Cache (Turbo Boost Technology up to 3.6 GHz)",32 KB I + 32 KB D on chip per core,256 KB I+D on chip per core,55 MB I+D on chip per chip,512,16x 32768 MB,32 GB 2Rx4 PC4-2400T-R,2x 400 GB,XFS,Red Hat Enterprise Linux Server 7.2 ,RedHat,HPE Ethernet 1 Gb 4-Port,2 x 800,1U Rack,None,,,,,3,Hewlett Packard Enterprise,Hewlett Packard Enterprise,,Mar-16,Mar-16,"http://www.spec.org/jbb2015/results/res2016q1/jbb2015-20160315-00052.html""<A HREF=""""/jbb2015/results/res2016q1/jbb2015-20160315-00052.html"""">HTML</A>""",,
JBB2015COMP,Hewlett Packard Enterprise,ProLiant DL380 Gen10,74937,58673,"Oracle Java SE 10.0.2 Java HotSpot 64-bit Server VM, version 10.0.2",Oracle,1,28,1,28,2,56,Intel Xeon Platinum 8180,2500,"28 Core, 2.50 GHz, 38.5 MB L3 Cache (Turbo Boost Technology up to 3.8 GHz)",32 KB I + 32 KB D on chip per core,1024 KB I+D on chip per core,38.5 MB I+D on chip per chip,768,12 x 64 GB,64 GB 4Rx4 PC4-2666V-L,1 x 400 GB SSD SAS,NTFS,Windows Server 2016 Standard ,Microsoft,HPE Ethernet 1Gb 2-port,2 x 1600,2U Rack,None,Jun-18,Jul-18,Jul-18,Jul-18,3,Hewlett Packard Enterprise,Hewlett Packard Enterprise,,Oct-18,Oct-18,"http://www.spec.org/jbb2015/results/res2018q4/jbb2015-20180926-00328.html""<A HREF=""""/jbb2015/results/res2018q4/jbb2015-20180926-00328.html"""">HTML</A>""",,
JBB2015COMP,Hewlett Packard Enterprise,ProLiant DL380 Gen10,75789,58420,"Oracle Java SE 10.0.2 Java HotSpot 64-bit Server VM, version 10.0.2",Oracle,1,28,1,28,2,56,Intel Xeon Platinum 8180,2500,"28 Core, 2.50 GHz, 38.5 MB L3 Cache (Turbo Boost Technology up to 3.8 GHz)",32 KB I + 32 KB D on chip per core,1024 KB I+D on chip per core,38.5 MB I+D on chip per chip,768,12 x 64 GB,64 GB 4Rx4 PC4-2666V-L,1 x 400 GB SSD SAS,NTFS,Windows Server 2016 Standard ,Microsoft,HPE Ethernet 1Gb 2-port,2 x 1600,2U Rack,None,Jun-18,May-18,Jul-18,Jul-18,3,Hewlett Packard Enterprise,Hewlett Packard Enterprise,,Oct-18,Oct-18,"http://www.spec.org/jbb2015/results/res2018q4/jbb2015-20180926-00329.html""<A HREF=""""/jbb2015/results/res2018q4/jbb2015-20180926-00329.html"""">HTML</A>""",,
